date,AUD/CAD,BRL/CAD,CHF/CAD,CNY/CAD,EUR/CAD,GBP/CAD,HKD/CAD,IDR/CAD,INR/CAD,JPY/CAD,KRW/CAD,MXN/CAD,MYR/CAD,NOK/CAD,NZD/CAD,PEN/CAD,RUB/CAD,SEK/CAD,SGD/CAD,THB/CAD,TRY/CAD,TWD/CAD,USD/CAD,VND/CAD,ZAR/CAD
2016-10,1.009,0.4161,1.3417,0.1968,1.4594,1.63361,0.170824,0.000102,0.01985,0.01275,0.001174,0.07015,0.3173,0.1621,0.9477,0.3914,0.02115,0.1502,0.9569,0.03779,0.4305,0.04193,1.325305,5.9e-05,0.09513
2016-11,1.0112,0.4026,1.3478,0.1963,1.4486,1.67064762,0.173251,0.000101,0.01985,0.01238,0.001154,0.06712,0.31,0.1596,0.96,0.3951,0.02087,0.1471,0.952,0.03801,0.4079,0.04232,1.34399048,6e-05,0.09651
2016-12,0.9799,0.397,1.308,0.1926,1.406,1.665075,0.171797,0.0001,0.01966,0.0115,0.001127,0.06505,0.299,0.1558,0.9389,0.3924,0.02153,0.1448,0.9287,0.03725,0.3811,0.04166,1.333565,5.9e-05,0.09631
2017-01,0.9854,0.4133,1.3093,0.1914,1.4028,1.6289,0.1701,9.9e-05,0.01938,0.01149,0.001118,0.06165,0.2961,0.1559,0.9408,0.3951,0.02207,0.1475,0.9241,0.03723,0.3512,0.04168,1.3193,5.8e-05,0.09731
2017-02,1.0045,0.4221,1.3087,0.1907,1.3951,1.6367,0.1689,9.8e-05,0.01957,0.0116,0.001148,0.06462,0.2951,0.1574,0.9472,0.402,0.02244,0.1472,0.9269,0.03744,0.3577,0.04247,1.3107,5.8e-05,0.09937
2017-03,1.0204,0.428,1.3362,0.1941,1.4307,1.6524,0.1724,0.0001,0.02034,0.01186,0.001181,0.06942,0.3017,0.1573,0.9377,0.4101,0.02313,0.1501,0.9527,0.03839,0.3646,0.04369,1.3386,5.9e-05,0.1036
2017-04,1.0121,0.4283,1.3431,0.1951,1.4406,1.6994,0.1729,0.000101,0.02082,0.0122,0.001184,0.07161,0.3052,0.1565,0.9364,0.4138,0.02378,0.1501,0.961,0.03899,0.3681,0.04424,1.344,5.9e-05,0.0999
2017-05,1.0116,0.425,1.3787,0.1976,1.5029,1.758,0.1747,0.000102,0.02112,0.01212,0.001208,0.07251,0.3152,0.1599,0.9455,0.4158,0.02383,0.1549,0.9753,0.03949,0.3816,0.04512,1.3607,6e-05,0.1026
2017-06,1.0053,0.4036,1.3738,0.1953,1.494,1.703,0.1705,0.0001,0.02063,0.01199,0.001175,0.07333,0.3109,0.1572,0.9614,0.4072,0.02293,0.1532,0.9611,0.03912,0.3778,0.04393,1.3298,5.8e-05,0.1031
2017-07,0.9902,0.3966,1.3212,0.1874,1.4628,1.6488,0.1625,9.5e-05,0.01969,0.01129,0.00112,0.07127,0.2958,0.1558,0.9337,0.3905,0.02125,0.1526,0.9257,0.03763,0.3563,0.04174,1.2689,5.6e-05,0.09651
2017-08,0.9977,0.4,1.3061,0.1891,1.489,1.6324,0.1612,9.4e-05,0.0197,0.01148,0.001114,0.07082,0.2943,0.1598,0.9202,0.3889,0.02122,0.156,0.9263,0.03791,0.3596,0.04169,1.2605,5.5e-05,0.09528
2017-09,0.979,0.3921,1.2756,0.1869,1.463,1.6383,0.1572,9.2e-05,0.01905,0.01108,0.001084,0.06888,0.2917,0.1567,0.8912,0.3784,0.0213,0.1533,0.91,0.03705,0.3534,0.04074,1.2283,5.4e-05,0.09324
2017-10,0.9814,0.3948,1.2832,0.1902,1.4816,1.6638,0.1615,9.3e-05,0.01938,0.01116,0.001113,0.06697,0.298,0.1576,0.8871,0.3878,0.02184,0.1541,0.9269,0.03794,0.3427,0.04165,1.2605,5.5e-05,0.09199
2017-11,0.9733,0.3917,1.2883,0.1929,1.5,1.6893,0.1636,9.4e-05,0.0197,0.01133,0.00116,0.06752,0.3065,0.1559,0.8794,0.3939,0.02166,0.1523,0.9423,0.03882,0.328,0.04244,1.2769,5.6e-05,0.09097
2017-12,0.976,0.3878,1.2934,0.1936,1.5111,1.7118,0.1635,9.4e-05,0.01987,0.01131,0.001178,0.06672,0.3132,0.1535,0.8891,0.3933,0.02177,0.1521,0.9484,0.03913,0.3325,0.04262,1.2771,5.6e-05,0.0973
2018-01,0.9888,0.3871,1.294,0.1934,1.5165,1.718,0.1589,9.3e-05,0.01953,0.01121,0.001165,0.06573,0.3144,0.1573,0.9029,0.3864,0.02195,0.1545,0.9405,0.03898,0.3296,0.04225,1.2427,5.5e-05,0.1019
2018-02,0.9901,0.3873,1.3456,0.1991,1.5533,1.7571,0.1609,9.2e-05,0.01953,0.01166,0.001166,0.06749,0.3217,0.1605,0.9192,0.3874,0.02214,0.1563,0.9535,0.03997,0.3324,0.04303,1.2586,5.5e-05,0.1064
2018-03,1.0038,0.3945,1.3645,0.2045,1.595,1.807,0.1649,9.4e-05,0.01988,0.01219,0.001207,0.06946,0.3312,0.1665,0.9384,0.3978,0.02262,0.157,0.9834,0.04135,0.3326,0.04427,1.2932,5.7e-05,0.1092
2018-04,0.9782,0.3738,1.315,0.2021,1.5628,1.7922,0.1622,9.2e-05,0.01939,0.01183,0.001191,0.06927,0.3275,0.1623,0.9223,0.3942,0.02091,0.1506,0.9676,0.04066,0.3133,0.04334,1.2733,5.6e-05,0.1052
2018-05,0.9686,0.3548,1.2912,0.202,1.5212,1.7335,0.164,9.2e-05,0.01907,0.01174,0.001195,0.06593,0.325,0.1589,0.8951,0.3934,0.02063,0.1469,0.9613,0.04028,0.2917,0.04309,1.2873,5.7e-05,0.1027
2018-06,0.9838,0.3478,1.3261,0.203,1.5329,1.7443,0.1673,9.4e-05,0.01936,0.01193,0.001199,0.06469,0.3283,0.1618,0.9111,0.4013,0.02091,0.1491,0.9738,0.04041,0.2836,0.04363,1.3129,5.7e-05,0.09863
2018-07,0.9724,0.3435,1.3202,0.1954,1.5347,1.7292,0.1673,9.1e-05,0.01911,0.01178,0.001169,0.06927,0.3242,0.1616,0.8918,0.4008,0.02092,0.149,0.9634,0.03946,0.275,0.04297,1.313,5.7e-05,0.09825
2018-08,0.955,0.3314,1.3206,0.1905,1.5059,1.679,0.1661,9e-05,0.01872,0.01175,0.001164,0.06912,0.3185,0.1564,0.8693,0.3963,0.0196,0.1437,0.9528,0.03951,0.2203,0.04246,1.3041,5.6e-05,0.09239
2018-09,0.9391,0.3173,1.3466,0.1901,1.5207,1.7035,0.1663,8.8e-05,0.01804,0.01163,0.001164,0.0686,0.3148,0.1582,0.86,0.3936,0.01929,0.1458,0.9508,0.04,0.207,0.04242,1.3037,5.6e-05,0.08838
2018-10,0.9248,0.3461,1.3087,0.188,1.4941,1.6926,0.166,8.6e-05,0.01769,0.01154,0.001149,0.0678,0.3128,0.1576,0.8503,0.3902,0.01978,0.1439,0.9432,0.03969,0.2244,0.04211,1.301,5.6e-05,0.08976
2018-11,0.9572,0.3487,1.3195,0.1903,1.501,1.7029,0.1686,9e-05,0.01842,0.01165,0.001172,0.06521,0.3154,0.1557,0.895,0.3911,0.01986,0.1458,0.9604,0.04006,0.2466,0.04284,1.32,5.7e-05,0.09386
2018-12,0.9637,0.3459,1.3541,0.1951,1.5288,1.702,0.1718,9.3e-05,0.01896,0.01197,0.001196,0.06681,0.3221,0.1558,0.9163,0.3994,0.01993,0.1488,0.9802,0.04106,0.2524,0.04362,1.3432,5.8e-05,0.09433
2019-01,0.9512,0.3559,1.344,0.1959,1.5186,1.7154,0.1696,9.4e-05,0.0188,0.01221,0.001186,0.06939,0.3231,0.1556,0.9017,0.3978,0.01994,0.1479,0.9808,0.04183,0.2479,0.04315,1.3301,5.7e-05,0.09622
2019-02,0.9428,0.3548,1.3187,0.196,1.499,1.7188,0.1683,9.4e-05,0.01855,0.01196,0.001177,0.06881,0.3238,0.1538,0.9023,0.3976,0.02006,0.1427,0.9755,0.04218,0.2503,0.04287,1.3206,5.7e-05,0.09562
2019-03,0.9467,0.3484,1.3361,0.1991,1.5105,1.7602,0.1703,9.4e-05,0.01924,0.01203,0.001181,0.0695,0.3277,0.1554,0.9135,0.4045,0.02051,0.1439,0.9871,0.04212,0.2442,0.04332,1.3368,5.8e-05,0.09294
2019-04,0.9512,0.3434,1.3271,0.1991,1.5029,1.7433,0.1705,9.5e-05,0.01927,0.01198,0.00117,0.07051,0.3252,0.1562,0.8985,0.4049,0.0207,0.1434,0.9864,0.04199,0.2323,0.04336,1.3378,5.8e-05,0.09454
2019-05,0.9348,0.3373,1.3316,0.1964,1.5057,1.7292,0.1715,9.4e-05,0.01929,0.01224,0.001138,0.07043,0.3228,0.154,0.8832,0.4041,0.02073,0.1403,0.9819,0.04233,0.2228,0.04309,1.3459,5.8e-05,0.0933
2019-06,0.923,0.3443,1.3448,0.1926,1.5009,1.6844,0.1698,9.3e-05,0.01914,0.01229,0.001133,0.06894,0.3193,0.154,0.8771,0.3994,0.02074,0.1413,0.9754,0.04272,0.2289,0.0425,1.3287,5.7e-05,0.09115
2019-07,0.9146,0.3469,1.326,0.1904,1.4687,1.6323,0.1677,9.4e-05,0.01906,0.0121,0.001112,0.06878,0.3177,0.152,0.875,0.3982,0.02072,0.1391,0.9622,0.04252,0.2313,0.04215,1.3101,5.6e-05,0.09334
2019-08,0.8991,0.3301,1.3557,0.188,1.4767,1.6141,0.1693,9.3e-05,0.01865,0.0125,0.001097,0.06742,0.317,0.148,0.8532,0.3928,0.02016,0.1376,0.9587,0.04318,0.2349,0.04233,1.3277,5.7e-05,0.08748
2019-09,0.9022,0.3214,1.3366,0.1861,1.4578,1.6375,0.169,9.4e-05,0.01856,0.01231,0.001109,0.06772,0.3165,0.147,0.8401,0.3947,0.02043,0.1364,0.96,0.04332,0.2322,0.04261,1.3241,5.7e-05,0.08929
2019-10,0.8964,0.3229,1.328,0.1858,1.4583,1.6684,0.1682,9.3e-05,0.01857,0.0122,0.001115,0.06824,0.315,0.1441,0.8356,0.3926,0.0205,0.135,0.9623,0.04345,0.228,0.04298,1.319,5.7e-05,0.08843
2019-11,0.9035,0.3184,1.3328,0.1885,1.4627,1.7058,0.1691,9.4e-05,0.01852,0.01216,0.001133,0.06846,0.3184,0.1447,0.847,0.3927,0.02072,0.1374,0.9721,0.04378,0.2306,0.04343,1.3239,5.7e-05,0.08951
2019-12,0.9066,0.3206,1.3405,0.1878,1.464,1.727,0.1687,9.4e-05,0.01851,0.01208,0.001121,0.0689,0.3176,0.1458,0.8686,0.3925,0.02093,0.1397,0.9708,0.04361,0.2251,0.04351,1.3172,5.7e-05,0.09133
2020-01,0.8968,0.3154,1.3495,0.189,1.4523,1.7106,0.1684,9.6e-05,0.01836,0.01197,0.001121,0.0696,,0.1461,0.8639,0.3933,0.02112,0.1376,0.9682,,0.2208,0.04356,1.3087,,0.09073
2020-02,0.8854,0.3056,1.361,0.1899,1.4494,1.721,0.1709,9.7e-05,0.01857,0.01207,0.001111,0.07049,,0.1429,0.8489,0.3917,0.0207,0.1371,0.9558,,0.2189,0.04402,1.3286,,0.08839
2020-03,0.8671,0.2858,1.4555,0.1987,1.5417,1.7239,0.1796,9.2e-05,0.01871,0.01296,0.001145,0.06263,,0.1367,0.844,0.3996,0.01875,0.1419,0.9845,,0.2199,0.04628,1.3953,,0.08377
2020-04,0.8865,0.2641,1.4484,0.1987,1.5276,1.7453,0.1814,8.9e-05,0.01845,0.01305,0.001149,0.05803,,0.1348,0.8447,0.4138,0.01871,0.1403,0.9874,,0.2048,0.04673,1.4058,,0.07567
2020-05,0.9105,0.2484,1.4411,0.1966,1.5236,1.7188,0.1802,9.4e-05,0.01846,0.01303,0.001137,0.05958,,0.1385,0.8509,0.4086,0.0192,0.1437,0.9851,,0.2016,0.04665,1.397,,0.07703
2020-06,0.9348,0.2615,1.424,0.1913,1.5257,1.6969,0.1748,9.6e-05,0.0179,0.01259,0.001122,0.06079,,0.1422,0.8735,0.3902,0.01955,0.1456,0.9723,,0.1987,0.04569,1.355,,0.07912
2020-07,0.9502,0.2559,1.4466,0.1927,1.5499,1.7135,0.1742,9.3e-05,0.01802,0.01265,0.001126,0.06031,,0.1455,0.8901,0.384,0.01886,0.1498,0.9733,,0.1962,0.04588,1.3499,,0.08062
2020-08,0.9527,0.2419,1.4534,0.1909,1.5646,1.7374,0.1706,9e-05,0.01774,0.01247,0.001115,0.05961,,0.148,0.8725,0.3709,0.01791,0.1518,0.9659,,0.1813,0.04499,1.3222,,0.0767
2020-09,0.9558,0.2451,1.4457,0.1942,1.5591,1.7126,0.1707,8.9e-05,0.01799,0.01253,0.001124,0.06111,,0.1445,0.8816,0.3722,0.01739,0.1495,0.9684,,0.175,0.04529,1.3228,,0.07906
2020-10,0.9413,0.235,1.4484,0.1965,1.5553,1.715,0.1705,9e-05,0.01796,0.01256,0.001155,0.06212,,0.1422,0.8772,0.3675,0.01702,0.1496,0.9719,,0.1661,0.04603,1.3215,,0.08038
2020-11,0.9512,0.2405,1.4351,0.1979,1.5471,1.7262,0.1686,9.2e-05,0.01761,0.01252,0.001172,0.06403,,0.144,0.8977,0.3623,0.01701,0.1512,0.9703,,0.1641,0.04579,1.3068,,0.08417
2020-12,0.9645,0.2491,1.4417,0.1958,1.5586,1.7209,0.1652,9.1e-05,0.01739,0.01234,0.00117,0.06418,,0.1471,0.9085,0.3556,0.01729,0.1532,0.9611,,0.1661,0.0454,1.2808,,0.086
2021-01,0.9826,0.2376,1.4347,0.1967,1.5484,1.7352,0.1641,9.1e-05,0.0174,0.01226,0.001157,0.06388,,0.1495,0.9151,0.351,0.0171,0.1534,0.9596,,0.172,0.04544,1.2724,,0.08407
2021-02,0.9844,0.2346,1.414,0.1966,1.5356,1.7605,0.1638,9e-05,0.01744,0.01205,0.001142,0.06248,,0.1492,0.9197,0.3484,0.01706,0.1522,0.9562,,0.1789,0.04543,1.2699,,0.08587
2021-03,0.9691,0.223,1.3522,0.1931,1.4962,1.7427,0.1619,8.7e-05,0.01727,0.01156,0.001112,0.06057,,0.1476,0.897,0.3391,0.01688,0.1472,0.9366,,0.164,0.04448,1.2574,,0.08397
2021-04,0.9627,0.2247,1.3566,0.1917,1.4963,1.7298,0.1608,8.6e-05,0.01675,0.01147,0.001118,0.06236,,0.149,0.8912,0.338,0.01643,0.1472,0.9368,,0.1529,0.04427,1.2496,,0.08676
2021-05,0.9413,0.2292,1.3431,0.1886,1.4729,1.7078,0.1562,8.5e-05,0.01657,0.01111,0.00108,0.06071,,0.146,0.8764,0.3215,0.01639,0.1452,0.9121,,0.1446,0.04347,1.2126,,0.08633
2021-06,0.9338,0.2428,1.3457,0.1902,1.4719,1.7135,0.1574,8.5e-05,0.01661,0.0111,0.001088,0.06103,,0.1451,0.8681,0.3127,0.01683,0.1455,0.9163,,0.1417,0.04398,1.2219,,0.08781
2021-07,0.9294,0.2425,1.3657,0.1935,1.4812,1.7303,0.1612,8.7e-05,0.01681,0.01137,0.001093,0.06274,,0.1425,0.8747,0.3178,0.01693,0.1452,0.9243,,0.1458,0.04475,1.2529,,0.0862
2021-08,0.9201,0.2398,1.3775,0.1946,1.4826,1.7384,0.1619,8.8e-05,0.01701,0.01147,0.001085,0.06274,,0.1424,0.8793,0.3083,0.01712,0.1451,0.9302,,0.1486,0.04523,1.2603,,0.08524
2021-09,0.9271,0.2402,1.3737,0.1962,1.4919,1.7413,0.1629,8.9e-05,0.01721,0.01151,0.00108,0.06328,,0.1464,0.8947,0.3085,0.01738,0.1467,0.9403,,0.1481,0.04571,1.2671,,0.087
2021-10,0.9215,0.2246,1.348,0.1937,1.4428,1.7037,0.1599,8.8e-05,0.0166,0.011,0.001053,0.06084,,0.1471,0.8781,0.3096,0.01745,0.1436,0.9207,,0.135,0.04453,1.2437,,0.08375
2021-11,0.9178,0.2258,1.3631,0.1967,1.4336,1.6913,0.1614,8.8e-05,0.01688,0.01102,0.001061,0.06016,,0.1437,0.8813,0.3128,0.01723,0.1426,0.926,,0.1174,0.04519,1.257,,0.08084
2021-12,0.9156,0.2263,1.3895,0.2009,1.4462,1.7024,0.1641,8.9e-05,0.01697,0.01124,0.001081,0.0612,,0.1425,0.8685,0.3162,0.01731,0.1408,0.9385,,0.0939,0.04609,1.2794,,0.08047
2022-01,0.9055,0.2284,1.3726,0.1985,1.4281,1.7106,0.1619,8.8e-05,0.01695,0.01099,0.001055,0.06155,,0.1427,0.8503,0.3249,0.01645,0.1379,0.9341,,0.093,0.04559,1.2616,,0.08159
2022-02,0.9113,0.2447,1.378,0.2004,1.4426,1.7211,0.163,8.9e-05,0.01696,0.01103,0.001061,0.06213,,0.1436,0.849,0.335,0.01626,0.1369,0.9442,,0.0932,0.04561,1.2716,,0.08351
2022-03,0.9334,0.2544,1.3616,0.1995,1.3947,1.6669,0.1618,8.8e-05,0.01661,0.01068,0.001037,0.06163,,0.1433,0.8692,0.3384,0.01188,0.1323,0.9316,,0.0866,0.04453,1.2658,,0.0846
2022-04,0.9301,0.2659,1.3365,0.1963,1.3644,1.6324,0.161,8.8e-05,0.01657,0.00999,0.001021,0.06287,,0.1417,0.8532,0.3379,0.01587,0.1322,0.9241,,0.0858,0.04338,1.2628,,0.08394
2022-05,0.9057,0.2592,1.3116,0.1918,1.3588,1.5988,0.1637,8.8e-05,0.01663,0.00998,0.001014,0.06414,,0.1339,0.8223,0.342,0.0198,0.1294,0.9295,,0.0825,0.04345,1.2852,,0.08082
2022-06,0.8998,0.2539,1.3216,0.1914,1.3537,1.5781,0.1633,8.7e-05,0.01641,0.00956,0.001002,0.06404,,0.1314,0.8136,0.3418,0.0224,0.1276,0.9256,,0.0755,0.04326,1.2814,,0.08098
2022-07,0.8873,0.241,1.3339,0.1921,1.3157,1.551,0.1649,8.7e-05,0.01626,0.00946,0.000989,0.06298,,0.1293,0.8017,0.3312,0.02177,0.1246,0.9272,,0.074,0.04331,1.2942,,0.07671
2022-08,0.8988,0.2512,1.3493,0.19,1.3078,1.5465,0.1647,8.7e-05,0.01625,0.00955,0.000978,0.06424,,0.133,0.8091,0.3337,0.0213,0.1244,0.9333,,0.0716,0.04292,1.2922,,0.07734
2022-09,0.8896,0.2546,1.369,0.1898,1.3185,1.5075,0.1697,8.9e-05,0.0166,0.0093,0.000955,0.06635,,0.1297,0.7896,0.3421,0.02224,0.1222,0.9421,,0.0727,0.04263,1.3319,,0.07575
2022-10,0.8716,0.2607,1.3758,0.1904,1.3485,1.5502,0.1745,8.9e-05,0.01664,0.00931,0.00096,0.06854,,0.1298,0.7803,0.3442,0.02222,0.1232,0.9624,,0.0737,0.04285,1.37,,0.07561
2022-11,0.8879,0.2552,1.394,0.1874,1.3719,1.5795,0.1718,8.6e-05,0.01646,0.00946,0.000991,0.06914,,0.1327,0.8162,0.3465,0.02202,0.126,0.9699,,0.0723,0.04282,1.3449,,0.077
2022-12,0.9172,0.259,1.4586,0.1949,1.4389,1.6562,0.1746,8.7e-05,0.01648,0.01007,0.001049,0.06927,,0.1375,0.8641,0.3547,0.02057,0.131,1.0052,,0.0729,0.04431,1.3592,,0.07862
2023-01,0.9334,0.2587,1.452,0.1977,1.4468,1.6421,0.1716,8.8e-05,0.01642,0.0103,0.00108,0.07081,,0.1349,0.8591,0.3502,0.01921,0.1291,1.0132,,0.0714,0.04418,1.3422,,0.07848
2023-02,0.9275,0.2599,1.453,0.1967,1.4398,1.6257,0.1714,8.9e-05,0.01628,0.01011,0.001053,0.0722,,0.1314,0.8461,0.3503,0.01831,0.1287,1.0099,,0.0714,0.04446,1.345,,0.07515
2023-03,0.9133,0.2627,1.4785,0.1985,1.4654,1.6609,0.1743,8.9e-05,0.01663,0.01024,0.001048,0.07437,,0.1299,0.8493,0.362,0.01793,0.1305,1.0206,,0.072,0.04479,1.3682,,0.07491
2023-04,0.9022,0.2687,1.5017,0.1957,1.4788,1.6785,0.1718,9.1e-05,0.01645,0.0101,0.001019,0.07455,,0.1284,0.8371,0.3581,0.0166,0.1304,1.0125,,0.0697,0.0441,1.3485,,0.07414
2023-05,0.8978,0.2714,1.5062,0.1935,1.469,1.6873,0.1725,9.1e-05,0.01643,0.00986,0.001017,0.07623,,0.1251,0.8389,0.3665,0.01708,0.1292,1.0092,,0.0684,0.04398,1.352,,0.07103
2023-06,0.8923,0.2739,1.4761,0.1855,1.4409,1.6785,0.1697,8.9e-05,0.01617,0.0094,0.001025,0.07708,,0.1231,0.8151,0.3641,0.01587,0.1234,0.9871,,0.0562,0.04308,1.3288,,0.07099
2023-07,0.8907,0.2753,1.5148,0.1839,1.462,1.7036,0.1691,8.8e-05,0.01608,0.00938,0.001031,0.0782,,0.1291,0.8236,0.367,0.01457,0.1259,0.9911,,0.0499,0.04234,1.3215,,0.07286
2023-08,0.874,0.2751,1.5346,0.1859,1.4705,1.7128,0.1723,8.8e-05,0.01628,0.0093,0.001019,0.07945,,0.1287,0.8077,0.3649,0.01412,0.1244,0.998,,0.0501,0.04236,1.3485,,0.07182
2023-09,0.8693,0.2739,1.5045,0.1854,1.4443,1.6757,0.1729,8.8e-05,0.01629,0.00915,0.001014,0.0782,,0.1262,0.8024,0.3628,0.014,0.1221,0.9924,,0.0501,0.04223,1.3535,,0.07134
2023-10,0.8703,0.2712,1.5191,0.1877,1.4493,1.6695,0.1753,8.7e-05,0.01649,0.00917,0.001015,0.07582,,0.1243,0.8078,0.3566,0.01419,0.1244,1.0019,,0.0492,0.04246,1.3717,,0.07212
2023-11,0.8919,0.2799,1.5401,0.1899,1.4833,1.7046,0.1756,8.8e-05,0.01646,0.00916,0.00105,0.07895,,0.1258,0.823,0.364,0.01517,0.1285,1.0173,,0.0478,0.04302,1.3709,,0.07397
2023-12,0.8977,0.274,1.5519,0.1881,1.4644,1.6994,0.172,8.7e-05,0.01613,0.00932,0.001029,0.07807,,0.1271,0.8346,0.3594,0.01477,0.1308,1.0077,,0.0462,0.04293,1.3431,,0.07207
2024-01,0.891,0.2731,1.5628,0.1872,1.4634,1.7048,0.1717,8.6e-05,0.01615,0.00918,0.001012,0.07857,,0.1289,0.828,0.3592,0.01501,0.1296,1.0046,,0.0446,0.04299,1.3425,,0.07139
2024-02,0.8804,0.2721,1.5392,0.1877,1.4569,1.7047,0.1726,8.6e-05,0.01627,0.00903,0.001013,0.07897,,0.1279,0.8265,0.3526,0.01472,0.1295,1.0038,,0.0438,0.04292,1.3501,,0.07098
2024-03,0.888,0.2719,1.5247,0.188,1.4722,1.7215,0.1731,8.6e-05,0.01631,0.00904,0.001017,0.08066,,0.1277,0.8238,0.365,0.01475,0.1302,1.0101,,0.0423,0.04274,1.3539,,0.07183
2024-04,0.8897,0.2668,1.5029,0.1889,1.4664,1.7117,0.1746,8.5e-05,0.01639,0.00889,0.000998,0.0814,,0.1254,0.8144,0.3681,0.0147,0.1264,1.0077,,0.0423,0.04226,1.3674,,0.07243
2024-05,0.9055,0.2659,1.5038,0.189,1.4777,1.7272,0.175,8.5e-05,0.0164,0.00877,0.001002,0.08131,,0.1273,0.8291,0.3662,0.01503,0.1272,1.0117,,0.0424,0.04229,1.367,,0.07421
2024-06,0.9105,0.2544,1.5343,0.189,1.4752,1.7427,0.1755,8.4e-05,0.01642,0.00868,0.000993,0.07524,,0.1292,0.8413,0.3622,0.0156,0.1307,1.0139,,0.0421,0.04232,1.3707,,0.07449
2024-07,0.915,0.2475,1.5381,0.1888,1.4876,1.765,0.1756,8.4e-05,0.0164,0.00871,0.000992,0.07578,,0.1269,0.8267,0.3649,0.01568,0.1289,1.019,,0.0417,0.042,1.3712,,0.07513
2024-08,0.9095,0.2463,1.5907,0.1909,1.5045,1.7677,0.1751,8.7e-05,0.01627,0.00933,0.001011,0.07135,,0.1278,0.8316,0.365,0.01526,0.1314,1.0381,,0.0405,0.04236,1.3652,,0.07577
2024-09,0.9162,0.2445,1.5987,0.1913,1.5041,1.7897,0.1738,8.8e-05,0.01616,0.00948,0.001017,0.06914,,0.1275,0.8423,0.3591,0.01485,0.1324,1.045,,0.0398,0.04235,1.3546,,0.07692
