date,Federal funds effective rate,30-Day AA Nonfinancial Commercial Paper Interest Rate,60-Day AA Nonfinancial Commercial Paper Interest Rate,90-Day AA Nonfinancial Commercial Paper Interest Rate,30-Day AA Financial Commercial Paper Interest Rate,60-Day AA Financial Commercial Paper Interest Rate,90-Day AA Financial Commercial Paper Interest Rate,"Average majority prime rate charged by banks   on short-term loans to business,   quoted on an investment basis",The rate charged for primary credit under   amendment to the Board's Regulation A,4-week Treasury bill secondary market rate   discount basis,3-month Treasury bill secondary market rate   discount basis,6-month Treasury bill secondary market rate   discount basis,1-year Treasury bill secondary market rate^  discount basis,"Market yield on U.S. Treasury securities at 1-month   constant maturity, quoted on investment basis","Market yield on U.S. Treasury securities at 3-month   constant maturity, quoted on investment basis","Market yield on U.S. Treasury securities at 6-month   constant maturity, quoted on investment basis","Market yield on U.S. Treasury securities at 1-year   constant maturity, quoted on investment basis","Market yield on U.S. Treasury securities at 2-year   constant maturity, quoted on investment basis","Market yield on U.S. Treasury securities at 3-year   constant maturity, quoted on investment basis","Market yield on U.S. Treasury securities at 5-year   constant maturity, quoted on investment basis","Market yield on U.S. Treasury securities at 7-year   constant maturity, quoted on investment basis","Market yield on U.S. Treasury securities at 10-year   constant maturity, quoted on investment basis","Market yield on U.S. Treasury securities at 20-year   constant maturity, quoted on investment basis","Market yield on U.S. Treasury securities at 30-year   constant maturity, quoted on investment basis","Market yield on U.S. Treasury securities at 5-year   constant maturity, quoted on investment basis,   inflation-indexed","Market yield on U.S. Treasury securities at 7-year   constant maturity, quoted on investment basis,   inflation-indexed","Market yield on U.S. Treasury securities at 10-year   constant maturity, quoted on investment basis,   inflation-indexed","Market yield on U.S. Treasury securities at 20-year   constant maturity, quoted on investment basis,   inflation-indexed","Market yield on U.S. Treasury securities at 30-year^  constant maturity, quoted on investment basis,^  inflation-indexed",Treasury long-term average (over 10 years)
Apr-54,,,,,,,,3,,,0.97,,,,,,0.96,,1.54,1.87,,2.29,2.6,,,,,,,
May-54,,,,,,,,3,,,0.76,,,,,,0.85,,1.56,1.92,,2.37,2.66,,,,,,,
Jun-54,,,,,,,,3,,,0.64,,,,,,0.82,,1.53,1.92,,2.38,2.64,,,,,,,
Jul-54,0.8,,,,,,,3,,,0.72,,,,,,0.84,,1.47,1.85,,2.3,2.57,,,,,,,
Aug-54,1.22,,,,,,,3,,,0.92,,,,,,0.88,,1.49,1.9,,2.36,2.58,,,,,,,
Sep-54,1.07,,,,,,,3,,,1.01,,,,,,1.03,,1.6,1.96,,2.38,2.6,,,,,,,
Oct-54,0.85,,,,,,,3,,,0.98,,,,,,1.17,,1.72,2.02,,2.43,2.61,,,,,,,
Nov-54,0.83,,,,,,,3,,,0.93,,,,,,1.14,,1.75,2.09,,2.48,2.65,,,,,,,
Dec-54,1.28,,,,,,,3,,,1.15,,,,,,1.21,,1.81,2.16,,2.51,2.67,,,,,,,
Jan-55,1.39,,,,,,,3,,,1.22,,,,,,1.39,,1.99,2.32,,2.61,2.75,,,,,,,
Feb-55,1.29,,,,,,,3,,,1.17,,,,,,1.57,,2.12,2.38,,2.65,2.83,,,,,,,
Mar-55,1.35,,,,,,,3,,,1.28,,,,,,1.59,,2.26,2.48,,2.68,2.84,,,,,,,
Apr-55,1.43,,,,,,,3,,,1.59,,,,,,1.75,,2.37,2.55,,2.75,2.85,,,,,,,
May-55,1.43,,,,,,,3,,,1.45,,,,,,1.9,,2.37,2.56,,2.76,2.87,,,,,,,
Jun-55,1.64,,,,,,,3,,,1.41,,,,,,1.91,,2.39,2.59,,2.78,2.86,,,,,,,
Jul-55,1.68,,,,,,,3,,,1.6,,,,,,2.02,,2.51,2.72,,2.9,2.94,,,,,,,
Aug-55,1.96,,,,,,,3.23,,,1.9,,,,,,2.37,,2.72,2.86,,2.97,3.01,,,,,,,
Sep-55,2.18,,,,,,,3.25,,,2.07,,,,,,2.36,,2.69,2.85,,2.97,3,,,,,,,
Oct-55,2.24,,,,,,,3.4,,,2.23,,,,,,2.39,,2.62,2.76,,2.88,2.93,,,,,,,
Nov-55,2.35,,,,,,,3.5,,,2.24,,,,,,2.48,,2.73,2.81,,2.89,2.93,,,,,,,
Dec-55,2.48,,,,,,,3.5,,,2.54,,,,,,2.73,,2.88,2.93,,2.96,2.98,,,,,,,
Jan-56,2.45,,,,,,,3.5,,,2.41,,,,,,2.58,,2.78,2.84,,2.9,2.94,,,,,,,
Feb-56,2.5,,,,,,,3.5,,,2.32,,,,,,2.49,,2.67,2.74,,2.84,2.91,,,,,,,
Mar-56,2.5,,,,,,,3.5,,,2.25,,,,,,2.61,,2.89,2.93,,2.96,2.99,,,,,,,
Apr-56,2.62,,,,,,,3.65,,,2.6,,,,,,2.92,,3.19,3.2,,3.18,3.14,,,,,,,
May-56,2.75,,,,,,,3.75,,,2.61,,,,,,2.94,,3.08,3.08,,3.07,3.06,,,,,,,
Jun-56,2.71,,,,,,,3.75,,,2.49,,,,,,2.74,,2.95,2.97,,3,3,,,,,,,
Jul-56,2.75,,,,,,,3.75,,,2.31,,,,,,2.76,,3.06,3.12,,3.11,3.08,,,,,,,
Aug-56,2.73,,,,,,,3.84,,,2.6,,,,,,3.1,,3.39,3.41,,3.33,3.22,,,,,,,
Sep-56,2.95,,,,,,,4,,,2.84,,,,,,3.35,,3.5,3.47,,3.38,3.28,,,,,,,
Oct-56,2.96,,,,,,,4,,,2.9,,,,,,3.28,,3.4,3.4,,3.34,3.26,,,,,,,
Nov-56,2.88,,,,,,,4,,,2.99,,,,,,3.44,,3.57,3.56,,3.49,3.37,,,,,,,
Dec-56,2.94,,,,,,,4,,,3.21,,,,,,3.68,,3.76,3.7,,3.59,3.45,,,,,,,
Jan-57,2.84,,,,,,,4,,,3.11,,,,,,3.37,,3.46,3.47,,3.46,3.41,,,,,,,
Feb-57,3,,,,,,,4,,,3.1,,,,,,3.38,,3.42,3.39,,3.34,3.3,,,,,,,
Mar-57,2.96,,,,,,,4,,,3.08,,,,,,3.42,,3.47,3.46,,3.41,3.32,,,,,,,
Apr-57,3,,,,,,,4,,,3.07,,,,,,3.49,,3.53,3.53,,3.48,3.4,,,,,,,
May-57,3,,,,,,,4,,,3.06,,,,,,3.48,,3.61,3.64,,3.6,3.49,,,,,,,
Jun-57,3,,,,,,,4,,,3.29,,,,,,3.65,,3.8,3.83,,3.8,3.65,,,,,,,
Jul-57,2.99,,,,,,,4,,,3.16,,,,,,3.81,,3.96,4,,3.93,3.72,,,,,,,
Aug-57,3.24,,,,,,,4.42,,,3.37,,,,,,4.01,,4.02,4,,3.93,3.75,,,,,,,
Sep-57,3.47,,,,,,,4.5,,,3.53,,,,,,4.07,,4.06,4.03,,3.92,3.73,,,,,,,
Oct-57,3.5,,,,,,,4.5,,,3.58,,,,,,4.01,,4.09,4.08,,3.97,3.76,,,,,,,
Nov-57,3.28,,,,,,,4.5,,,3.31,,,,,,3.57,,3.7,3.72,,3.72,3.61,,,,,,,
Dec-57,2.98,,,,,,,4.5,,,3.04,,,,,,3.18,,3.11,3.08,,3.21,3.38,,,,,,,
Jan-58,2.72,,,,,,,4.34,,,2.44,,,,,,2.65,,2.78,2.88,,3.09,3.27,,,,,,,
Feb-58,1.67,,,,,,,4,,,1.53,,,,,,1.99,,2.58,2.78,,3.05,3.31,,,,,,,
Mar-58,1.2,,,,,,,4,,,1.3,,,,,,1.84,,2.4,2.64,,2.98,3.29,,,,,,,
Apr-58,1.26,,,,,,,3.83,,,1.13,,,,,,1.45,,2.15,2.46,,2.88,3.17,,,,,,,
May-58,0.63,,,,,,,3.5,,,0.91,,,,,,1.37,,2.07,2.41,,2.92,3.17,,,,,,,
Jun-58,0.93,,,,,,,3.5,,,0.83,,,,,,1.23,,2.08,2.46,,2.97,3.23,,,,,,,
Jul-58,0.68,,,,,,,3.5,,,0.91,,,,,,1.61,,2.42,2.77,,3.2,3.39,,,,,,,
Aug-58,1.53,,,,,,,3.5,,,1.69,,,,,,2.5,,3.06,3.29,,3.54,3.65,,,,,,,
Sep-58,1.76,,,,,,,3.83,,,2.44,,,,,,3.05,,3.52,3.69,,3.76,3.8,,,,,,,
Oct-58,1.8,,,,,,,4,,,2.63,,,,,,3.19,,3.67,3.78,,3.8,3.81,,,,,,,
Nov-58,2.27,,,,,,,4,,,2.67,,,,,,3.1,,3.6,3.7,,3.74,3.76,,,,,,,
Dec-58,2.42,,,,,,,4,,,2.77,3.01,,,,,3.29,,3.72,3.82,,3.86,3.86,,,,,,,
Jan-59,2.48,,,,,,,4,,,2.82,3.09,,,,,3.36,,3.91,4.01,,4.02,3.95,,,,,,,
Feb-59,2.43,,,,,,,4,,,2.7,3.13,,,,,3.54,,3.92,3.96,,3.96,3.96,,,,,,,
Mar-59,2.8,,,,,,,4,,,2.8,3.13,,,,,3.61,,3.97,3.99,,3.99,3.99,,,,,,,
Apr-59,2.96,,,,,,,4,,,2.95,3.27,,,,,3.72,,4.03,4.12,,4.12,4.06,,,,,,,
May-59,2.9,,,,,,,4.23,,,2.84,3.33,,,,,3.96,,4.25,4.35,,4.31,4.13,,,,,,,
Jun-59,3.39,,,,,,,4.5,,,3.21,3.52,,,,,4.07,,4.52,4.5,,4.34,4.14,,,,,,,
Jul-59,3.47,,,,,,,4.5,,,3.2,3.82,4.34,,,,4.39,,4.6,4.58,,4.4,4.16,,,,,,,
Aug-59,3.5,,,,,,,4.5,,,3.38,3.87,4.31,,,,4.42,,4.6,4.57,,4.43,4.15,,,,,,,
Sep-59,3.76,,,,,,,5,,,4.04,4.7,4.83,,,,5,,4.97,4.9,,4.68,4.29,,,,,,,
Oct-59,3.98,,,,,,,5,,,4.05,4.53,4.69,,,,4.8,,4.78,4.72,,4.53,4.19,,,,,,,
Nov-59,4,,,,,,,5,,,4.15,4.54,4.54,,,,4.81,,4.85,4.75,,4.53,4.2,,,,,,,
Dec-59,3.99,,,,,,,5,,,4.49,4.85,4.99,,,,5.14,,5.12,5.01,,4.69,4.33,,,,,,,
Jan-60,3.99,,,,,,,5,,,4.35,4.74,4.95,,,,5.03,,4.99,4.92,,4.72,4.42,,,,,,,
Feb-60,3.97,,,,,,,5,,,3.96,4.3,4.45,,,,4.66,,4.73,4.69,,4.49,4.28,,,,,,,
Mar-60,3.84,,,,,,,5,,,3.31,3.61,3.68,,,,4.02,,4.29,4.31,,4.25,4.14,,,,,,,
Apr-60,3.92,,,,,,,5,,,3.23,3.55,3.83,,,,4.04,,4.27,4.29,,4.28,4.23,,,,,,,
May-60,3.85,,,,,,,5,,,3.29,3.58,4.01,,,,4.21,,4.46,4.49,,4.35,4.2,,,,,,,
Jun-60,3.32,,,,,,,5,,,2.46,2.74,3.1,,,,3.36,,4.01,4.12,,4.15,4.04,,,,,,,
Jul-60,3.23,,,,,,,5,,,2.3,2.71,3.03,,,,3.2,,3.63,3.79,,3.9,3.91,,,,,,,
Aug-60,2.98,,,,,,,4.85,,,2.3,2.59,2.82,,,,2.95,,3.41,3.62,,3.8,3.84,,,,,,,
Sep-60,2.6,,,,,,,4.5,,,2.48,2.83,2.86,,,,3.07,,3.43,3.61,,3.8,3.86,,,,,,,
Oct-60,2.47,,,,,,,4.5,,,2.3,2.73,2.92,,,,3.04,,3.53,3.76,,3.89,3.92,,,,,,,
Nov-60,2.44,,,,,,,4.5,,,2.37,2.66,2.87,,,,3.08,,3.6,3.81,,3.93,3.96,,,,,,,
Dec-60,1.98,,,,,,,4.5,,,2.25,2.5,2.64,,,,2.86,,3.42,3.67,,3.84,3.91,,,,,,,
Jan-61,1.45,,,,,,,4.5,,,2.24,2.47,2.63,,,,2.81,,3.39,3.67,,3.84,3.9,,,,,,,
Feb-61,2.54,,,,,,,4.5,,,2.42,2.6,2.75,,,,2.93,,3.46,3.66,,3.78,3.84,,,,,,,
Mar-61,2.02,,,,,,,4.5,,,2.39,2.54,2.76,,,,2.88,,3.35,3.6,,3.74,3.81,,,,,,,
Apr-61,1.49,,,,,,,4.5,,,2.29,2.47,2.74,,,,2.88,,3.33,3.57,,3.78,3.81,,,,,,,
May-61,1.98,,,,,,,4.5,,,2.29,2.45,2.72,,,,2.87,,3.23,3.47,,3.71,3.74,,,,,,,
Jun-61,1.73,,,,,,,4.5,,,2.33,2.54,2.8,,,,3.06,,3.63,3.81,,3.88,3.89,,,,,,,
Jul-61,1.17,,,,,,,4.5,,,2.24,2.45,2.79,,,,2.92,,3.59,3.84,,3.92,3.93,,,,,,,
Aug-61,2,,,,,,,4.5,,,2.39,2.66,2.91,,,,3.06,,3.76,3.96,,4.04,4.04,,,,,,,
Sep-61,1.88,,,,,,,4.5,,,2.28,2.68,2.88,,,,3.06,,3.73,3.9,,3.98,4.04,,,,,,,
Oct-61,2.26,,,,,,,4.5,,,2.3,2.66,2.9,,,,3.05,,3.62,3.8,,3.92,4.01,,,,,,,
Nov-61,2.61,,,,,,,4.5,,,2.48,2.7,2.9,,,,3.07,,3.61,3.82,,3.94,4,,,,,,,
Dec-61,2.33,,,,,,,4.5,,,2.6,2.88,2.97,,,,3.18,,3.72,3.91,,4.06,4.07,,,,,,,
Jan-62,2.15,,,,,,,4.5,,,2.72,2.94,3.19,,,,3.28,,3.76,3.94,,4.08,4.1,,,,,,,
Feb-62,2.37,,,,,,,4.5,,,2.73,2.93,3.21,,,,3.28,,3.69,3.89,,4.04,4.12,,,,,,,
Mar-62,2.85,,,,,,,4.5,,,2.72,2.87,2.98,,,,3.06,,3.45,3.68,,3.93,4.04,,,,,,,
Apr-62,2.78,,,,,,,4.5,,,2.73,2.83,2.9,,,,2.99,,3.38,3.6,,3.84,3.93,,,,,,,
May-62,2.36,,,,,,,4.5,,,2.69,2.78,2.91,,,,3.03,,3.4,3.66,,3.87,3.92,,,,,,,
Jun-62,2.68,,,,,,,4.5,,,2.73,2.8,2.89,,,,3.03,,3.39,3.64,,3.91,3.96,,,,,,,
Jul-62,2.71,,,,,,,4.5,,,2.92,3.08,3.17,,,,3.29,,3.62,3.8,,4.01,4.05,,,,,,,
Aug-62,2.93,,,,,,,4.5,,,2.82,2.99,3.1,,,,3.2,,3.46,3.71,,3.98,4.01,,,,,,,
Sep-62,2.9,,,,,,,4.5,,,2.78,2.93,2.99,,,,3.06,,3.41,3.7,,3.98,4,,,,,,,
Oct-62,2.9,,,,,,,4.5,,,2.74,2.84,2.9,,,,2.98,,3.33,3.64,,3.93,3.94,,,,,,,
Nov-62,2.94,,,,,,,4.5,,,2.83,2.89,2.94,,,,3,,3.4,3.6,,3.92,3.93,,,,,,,
Dec-62,2.93,,,,,,,4.5,,,2.87,2.91,2.94,,,,3.01,,3.37,3.56,,3.86,3.92,,,,,,,
Jan-63,2.92,,,,,,,4.5,,,2.91,2.96,3,,,,3.04,,3.4,3.58,,3.83,3.94,,,,,,,
Feb-63,3,,,,,,,4.5,,,2.92,2.98,3,,,,3.01,,3.39,3.66,,3.92,3.97,,,,,,,
Mar-63,2.98,,,,,,,4.5,,,2.89,2.95,2.97,,,,3.03,,3.41,3.68,,3.93,3.98,,,,,,,
Apr-63,2.9,,,,,,,4.5,,,2.9,2.98,3.03,,,,3.11,,3.5,3.74,,3.97,4.03,,,,,,,
May-63,3,,,,,,,4.5,,,2.93,3.01,3.06,,,,3.12,,3.54,3.72,,3.93,4.02,,,,,,,
Jun-63,2.99,,,,,,,4.5,,,2.99,3.08,3.11,,,,3.2,,3.61,3.81,,3.99,4.02,,,,,,,
Jul-63,3.02,,,,,,,4.5,,,3.18,3.31,3.4,,,,3.48,,3.76,3.89,,4.02,4.06,,,,,,,
Aug-63,3.49,,,,,,,4.5,,,3.32,3.44,3.5,,,,3.53,,3.77,3.89,,4,4.03,,,,,,,
Sep-63,3.48,,,,,,,4.5,,,3.38,3.5,3.57,,,,3.57,,3.82,3.96,,4.08,4.09,,,,,,,
Oct-63,3.5,,,,,,,4.5,,,3.45,3.58,3.61,,,,3.64,,3.87,3.97,,4.11,4.12,,,,,,,
Nov-63,3.48,,,,,,,4.5,,,3.52,3.65,3.67,,,,3.74,,3.95,4.01,,4.12,4.16,,,,,,,
Dec-63,3.38,,,,,,,4.5,,,3.52,3.66,3.69,,,,3.81,,4.01,4.04,,4.13,4.19,,,,,,,
Jan-64,3.48,,,,,,,4.5,,,3.52,3.64,3.68,,,,3.79,,4.04,4.07,,4.17,4.19,,,,,,,
Feb-64,3.48,,,,,,,4.5,,,3.53,3.67,3.71,,,,3.78,,4,4.03,,4.15,4.17,,,,,,,
Mar-64,3.43,,,,,,,4.5,,,3.54,3.72,3.78,,,,3.91,,4.12,4.14,,4.22,4.22,,,,,,,
Apr-64,3.47,,,,,,,4.5,,,3.47,3.66,3.75,,,,3.91,,4.15,4.15,,4.23,4.24,,,,,,,
May-64,3.5,,,,,,,4.5,,,3.48,3.6,3.71,,,,3.84,,4.04,4.05,,4.2,4.2,,,,,,,
Jun-64,3.5,,,,,,,4.5,,,3.48,3.56,3.7,,,,3.83,,4.01,4.02,,4.17,4.17,,,,,,,
Jul-64,3.42,,,,,,,4.5,,,3.46,3.56,3.64,,,,3.72,,3.93,4.03,,4.19,4.16,,,,,,,
Aug-64,3.5,,,,,,,4.5,,,3.5,3.61,3.67,,,,3.74,,3.93,4.05,,4.19,4.18,,,,,,,
Sep-64,3.45,,,,,,,4.5,,,3.53,3.68,3.73,,,,3.84,,4.01,4.08,,4.2,4.2,,,,,,,
Oct-64,3.36,,,,,,,4.5,,,3.57,3.72,3.79,,,,3.86,,4.02,4.07,,4.19,4.2,,,,,,,
Nov-64,3.52,,,,,,,4.5,,,3.64,3.81,3.86,,,,3.91,,4.04,4.04,,4.15,4.17,,,,,,,
Dec-64,3.85,,,,,,,4.5,,,3.84,3.95,3.96,,,,4.02,,4.08,4.09,,4.18,4.18,,,,,,,
Jan-65,3.9,,,,,,,4.5,,,3.81,3.94,3.91,,,,3.94,,4.03,4.1,,4.19,4.19,,,,,,,
Feb-65,3.98,,,,,,,4.5,,,3.93,4,4,,,,4.03,,4.08,4.15,,4.21,4.21,,,,,,,
Mar-65,4.05,,,,,,,4.5,,,3.93,4,4.02,,,,4.06,,4.13,4.15,,4.21,4.2,,,,,,,
Apr-65,4.09,,,,,,,4.5,,,3.93,3.99,4,,,,4.04,,4.12,4.15,,4.2,4.2,,,,,,,
May-65,4.1,,,,,,,4.5,,,3.89,3.95,3.96,,,,4.03,,4.11,4.15,,4.21,4.21,,,,,,,
Jun-65,4.05,,,,,,,4.5,,,3.8,3.86,3.89,,,,3.99,,4.08,4.15,,4.21,4.21,,,,,,,
Jul-65,4.09,,,,,,,4.5,,,3.84,3.9,3.89,,,,3.98,,4.09,4.15,,4.2,4.21,,,,,,,
Aug-65,4.12,,,,,,,4.5,,,3.84,3.95,3.96,,,,4.07,,4.16,4.2,,4.25,4.25,,,,,,,
Sep-65,4.02,,,,,,,4.5,,,3.92,4.07,4.09,,,,4.2,,4.24,4.25,,4.29,4.3,,,,,,,
Oct-65,4.08,,,,,,,4.5,,,4.03,4.19,4.16,,,,4.3,,4.33,4.34,,4.35,4.32,,,,,,,
Nov-65,4.1,,,,,,,4.5,,,4.09,4.24,4.23,,,,4.37,,4.45,4.46,,4.45,4.4,,,,,,,
Dec-65,4.32,,,,,,,4.92,,,4.38,4.55,4.56,,,,4.72,,4.79,4.72,,4.62,4.5,,,,,,,
Jan-66,4.42,,,,,,,5,,,4.59,4.71,4.69,,,,4.88,,4.9,4.86,,4.61,4.52,,,,,,,
Feb-66,4.6,,,,,,,5,,,4.65,4.82,4.81,,,,4.94,,5.02,4.98,,4.83,4.71,,,,,,,
Mar-66,4.66,,,,,,,5.35,,,4.59,4.78,4.81,,,,4.97,,4.97,4.92,,4.87,4.72,,,,,,,
Apr-66,4.67,,,,,,,5.5,,,4.62,4.74,4.76,,,,4.9,,4.89,4.83,,4.75,4.65,,,,,,,
May-66,4.9,,,,,,,5.5,,,4.64,4.81,4.85,,,,4.93,,5,4.89,,4.78,4.69,,,,,,,
Jun-66,5.17,,,,,,,5.52,,,4.5,4.65,4.78,,,,4.97,,5.05,4.97,,4.81,4.73,,,,,,,
Jul-66,5.3,,,,,,,5.75,,,4.8,4.93,4.94,,,,5.17,,5.26,5.17,,5.02,4.84,,,,,,,
Aug-66,5.53,,,,,,,5.88,,,4.96,5.27,5.34,,,,5.54,,5.68,5.5,,5.22,4.95,,,,,,,
Sep-66,5.4,,,,,,,6,,,5.37,5.79,5.8,,,,5.82,,5.79,5.5,,5.18,4.94,,,,,,,
Oct-66,5.53,,,,,,,6,,,5.35,5.62,5.52,,,,5.58,,5.48,5.27,,5.01,4.83,,,,,,,
Nov-66,5.76,,,,,,,6,,,5.32,5.54,5.49,,,,5.54,,5.53,5.36,,5.16,4.87,,,,,,,
Dec-66,5.4,,,,,,,6,,,4.96,5.07,5,,,,5.2,,5.19,5,,4.84,4.76,,,,,,,
Jan-67,4.94,,,,,,,5.96,,,4.72,4.74,4.61,,,,4.75,,4.75,4.7,,4.58,4.51,,,,,,,
Feb-67,5,,,,,,,5.75,,,4.56,4.59,4.57,,,,4.71,,4.73,4.74,,4.63,4.61,,,,,,,
Mar-67,4.53,,,,,,,5.71,,,4.26,4.22,4.19,,,,4.35,,4.47,4.54,,4.54,4.57,,,,,,,
Apr-67,4.05,,,,,,,5.5,,,3.84,3.89,3.9,,,,4.11,,4.38,4.51,,4.59,4.64,,,,,,,
May-67,3.94,,,,,,,5.5,,,3.6,3.8,3.89,,,,4.15,,4.61,4.75,,4.85,4.9,,,,,,,
Jun-67,3.98,,,,,,,5.5,,,3.54,3.89,4.16,,,,4.48,,4.89,5.01,,5.02,4.99,,,,,,,
Jul-67,3.79,,,,,,,5.5,,,4.21,4.72,4.9,,,,5.01,,5.06,5.23,,5.16,5.01,,,,,,,
Aug-67,3.9,,,,,,,5.5,,,4.27,4.83,5.05,,,,5.13,,5.23,5.31,,5.28,5.12,,,,,,,
Sep-67,3.99,,,,,,,5.5,,,4.42,4.96,5.1,,,,5.24,,5.41,5.4,,5.3,5.16,,,,,,,
Oct-67,3.88,,,,,,,5.5,,,4.56,5.07,5.22,,,,5.37,,5.52,5.57,,5.48,5.36,,,,,,,
Nov-67,4.13,,,,,,,5.68,,,4.73,5.25,5.39,,,,5.61,,5.71,5.78,,5.75,5.66,,,,,,,
Dec-67,4.51,,,,,,,6,,,4.97,5.49,5.59,,,,5.71,,5.71,5.75,,5.7,5.59,,,,,,,
Jan-68,4.61,,,,,,,6,,,5,5.24,5.3,,,,5.43,,5.53,5.54,,5.53,5.39,,,,,,,
Feb-68,4.71,,,,,,,6,,,4.98,5.17,5.24,,,,5.41,,5.61,5.59,,5.56,5.38,,,,,,,
Mar-68,5.05,,,,,,,6,,,5.17,5.33,5.42,,,,5.58,,5.8,5.76,,5.74,5.59,,,,,,,
Apr-68,5.76,,,,,,,6.2,,,5.38,5.49,5.47,,,,5.71,,5.75,5.69,,5.64,5.46,,,,,,,
May-68,6.12,,,,,,,6.5,,,5.66,5.83,5.84,,,,6.14,,6.11,6.04,,5.87,5.55,,,,,,,
Jun-68,6.07,,,,,,,6.5,,,5.52,5.64,5.68,,,,5.98,,5.82,5.85,,5.72,5.4,,,,,,,
Jul-68,6.03,,,,,,,6.5,,,5.31,5.41,5.39,,,,5.65,,5.54,5.6,,5.5,5.29,,,,,,,
Aug-68,6.03,,,,,,,6.5,,,5.09,5.23,5.15,,,,5.43,,5.42,5.5,,5.42,5.23,,,,,,,
Sep-68,5.78,,,,,,,6.45,,,5.19,5.25,5.18,,,,5.45,,5.39,5.48,,5.46,5.28,,,,,,,
Oct-68,5.91,,,,,,,6.25,,,5.35,5.41,5.33,,,,5.57,,5.52,5.55,,5.58,5.44,,,,,,,
Nov-68,5.82,,,,,,,6.25,,,5.45,5.6,5.51,,,,5.75,,5.57,5.66,,5.7,5.56,,,,,,,
Dec-68,6.02,,,,,,,6.6,,,5.96,6.06,5.97,,,,6.19,,6.16,6.12,,6.03,5.88,,,,,,,
Jan-69,6.3,,,,,,,6.95,,,6.14,6.28,6.07,,,,6.34,,6.22,6.25,,6.04,5.99,,,,,,,
Feb-69,6.61,,,,,,,7,,,6.12,6.3,6.21,,,,6.41,,6.32,6.34,,6.19,6.11,,,,,,,
Mar-69,6.79,,,,,,,7.24,,,6.02,6.16,6.2,,,,6.34,,6.38,6.41,,6.3,6.22,,,,,,,
Apr-69,7.41,,,,,,,7.5,,,6.11,6.13,6.04,,,,6.26,,6.25,6.3,,6.17,6.03,,,,,,,
May-69,8.67,,,,,,,7.5,,,6.04,6.15,6.11,,,,6.42,,6.51,6.54,,6.32,6.11,,,,,,,
Jun-69,8.9,,,,,,,8.23,,,6.44,6.75,6.88,,,,7.04,,6.83,6.75,,6.57,6.28,,,,,,,
Jul-69,8.61,,,,,,,8.5,,,7,7.24,7.19,,,,7.6,,7.31,7.01,6.8,6.72,6.27,,,,,,,
Aug-69,9.19,,,,,,,8.5,,,6.98,7.19,7.28,,,,7.54,,7.29,7.03,6.79,6.69,6.22,,,,,,,
Sep-69,9.15,,,,,,,8.5,,,7.09,7.32,7.35,,,,7.82,,7.77,7.57,7.36,7.16,6.55,,,,,,,
Oct-69,9,,,,,,,8.5,,,7,7.29,7.21,,,,7.64,,7.57,7.51,7.24,7.1,6.49,,,,,,,
Nov-69,8.85,,,,,,,8.5,,,7.24,7.62,7.36,,,,7.89,,7.65,7.53,7.17,7.14,6.74,,,,,,,
Dec-69,8.97,,,,,,,8.5,,,7.82,7.9,7.61,,,,8.17,,8.1,7.96,7.51,7.65,6.91,,,,,,,
Jan-70,8.98,,,,,,,8.5,,,7.87,7.78,7.51,,,,8.1,,8.24,8.17,7.73,7.79,6.92,,,,,,,
Feb-70,8.98,,,,,,,8.5,,,7.13,7.22,7.05,,,,7.59,,7.79,7.82,7.51,7.24,6.67,,,,,,,
Mar-70,7.76,,,,,,,8.39,,,6.63,6.58,6.5,,,,6.97,,7.15,7.21,7.13,7.07,6.72,,,,,,,
Apr-70,8.1,,,,,,,8,,,6.51,6.6,6.53,,,,7.06,,7.39,7.5,7.45,7.39,6.85,,,,,,,
May-70,7.95,,,,,,,8,,,6.84,7.02,7.12,,,,7.75,,7.94,7.97,7.93,7.91,7.24,,,,,,,
Jun-70,7.61,,,,,,,8,,,6.68,6.86,7.07,,,,7.55,,7.84,7.85,7.84,7.84,7.34,,,,,,,
Jul-70,7.21,,,,,,,8,,,6.45,6.51,6.62,,,,7.1,,7.56,7.59,7.61,7.46,6.92,,,,,,,
Aug-70,6.62,,,,,,,8,,,6.41,6.55,6.55,,,,6.98,,7.46,7.57,7.59,7.53,7.07,,,,,,,
Sep-70,6.29,,,,,,,7.83,,,6.12,6.46,6.39,,,,6.73,,7.11,7.29,7.4,7.39,6.88,,,,,,,
Oct-70,6.2,,,,,,,7.5,,,5.91,6.21,6.23,,,,6.43,,6.96,7.12,7.32,7.33,6.88,,,,,,,
Nov-70,5.6,,,,,,,7.28,,,5.28,5.42,5.39,,,,5.51,,6.25,6.47,6.76,6.84,6.58,,,,,,,
Dec-70,4.9,,,,,,,6.92,,,4.87,4.89,4.84,,,,5,,5.75,5.95,6.23,6.39,6.28,,,,,,,
Jan-71,4.14,,,,,,,6.29,,,4.44,4.47,4.4,,,,4.57,,5.61,5.89,6.16,6.24,6.18,,,,,,,
Feb-71,3.72,,,,,,,5.88,,,3.7,3.78,3.84,,,,3.89,,5.07,5.56,5.94,6.11,6.14,,,,,,,
Mar-71,3.71,,,,,,,5.44,,,3.38,3.5,3.6,,,,3.69,,4.5,5,5.42,5.7,5.94,,,,,,,
Apr-71,4.16,,,,,,,5.28,,,3.86,4.03,4.09,,,,4.3,,5.22,5.65,5.87,5.83,6,,,,,,,
